"ALTITUDE","MEAN_ANNUAL_AIR_TEMP","MEAN_MONTHLY_MAX_TEMP","MEAN_MONTHLY_MIN_TEMP","MEAN_ANNUAL_WIND_SPEED","MEAN_CLOUD_COVER","MEAN_ANNUAL_SUNSHINE","MEAN_ANNUAL_RAINFALL","MAX_MONTHLY_WIND_SPEED","MAX_AIR_TEMP","MAX_WIND_SPEED","MAX_RAINFALL","MIN_AIR_TEMP","MEAN_RANGE_AIR_TEMP"
151.942446568748,9.561253816518,13.2722507633036,6.0780061064288,2.722507633036,69.277492366964,1489.28776715626,913.445015266072,3,32.038746183482,27.8057553431252,37.277492366964,-11.3879755742848,7.1942446568748
168.86815214809,9.7362849079771,13.4088547239313,6.3,3,68.2743018404581,1510.61117055267,879.892186501529,3,32.0451396319084,28.7982679754961,36.637150920229,-10.6451396319084,7.10885472393129
99.591537329834,9.42504474907182,13.2083482496906,5.84174124845304,2.08348249690607,69,1450.42457233602,833.346459727734,3,31.9916517503094,28.458258751547,40.6660700123757,-12.2413832558785,7.36660700123757
48.2614558679052,8.72126925317571,12.7264395732433,4.57385441320948,2,65.6321978662163,1502.41950533446,628.899533463176,3,32.2106346265879,28.2244867713619,32.3160989331082,-15.3997060135473,8.15258516003378
63.9362977209967,8.32017680360004,12.4651326027,4.44495579909999,2,66.7982319639996,1503.550442009,640.184087675996,3,32.1899115982,27.4475945380334,32.8991159819998,-15.4302652054001,8.02017680360004
55.2582428315654,8.43215170539916,12.5491137790494,4.41696207365021,2,65.6784829460084,1503.8303792635,630.106346514076,3,32.1339241473004,28.1329381509574,32.3392414730042,-15.5982275580987,8.13215170539915
152.780995219713,8.69058561809361,14.1476464045234,4.63102761243936,1.11911601130851,67.1191160113085,1523.80883988691,774.097016294021,2.11911601130851,34.016618792084,17.1800322671847,36.8808839886915,-15.678386769467,9.61661879208405
141.090472441632,8.9039614287205,14.1,4.81739826542325,1.2885438776575,67,1531.63650918612,773.596894898918,2,33.8403105101082,20.0747786695021,36.7114561223425,-15.1055139792617,9.353747346811
136.553874475881,9.25218847766519,13.3478115223348,5.53425915678963,1.94023559708148,69.8207067912444,1497.73316768464,797.326596718282,2.94023559708148,32.4075759252533,25.6812472094112,35.119528805837,-13.1792932087556,7.72550524612889
106.477734928718,9.07974939784035,13.4598120483803,5.07310361468699,2,68.9335421684664,1107.03852020865,761.148578298045,3,32.5531662652269,31.9162634044482,34,-13.6939807222458,8.29335421684664
145.105150789022,8.64894849210978,13.2244742460549,4.29789698421955,2,69.8776287697256,1109.73919361435,740.548765677959,2.12237123027444,32.2367113690823,22.3192632495173,34,-14.7776287697256,8.82657726183534
106.883042206289,9.07057262929156,13.4529294719687,5.0646915768506,2,68.9411894755904,1107.03408768567,761.706831718097,3,32.5470484195277,32.0298351892776,34,-13.7176873743301,8.29411894755904
260.456667605788,8.62885833098553,13.0557083450723,4.40200831689872,2.28858330985531,70,1424.23466591537,676.396418098826,2.57716661971062,33,18.6892913598867,36.1543332394212,-15.7154333239421,8.65370002817363
218.824841644615,8.89622576273978,13.1204837772995,4.92803225181997,2.43935496360064,68.5983874090016,1441.67387215421,635.803225181997,3.43935496360064,33,6.1111587611478,37.3180648908019,-15.4673872154206,8.19245152547956
231.973368321778,8.7106526712887,12.7133158391109,4.91331583911087,2.97336832177825,70,1447.93210873776,634.384847267531,3.94673664355651,32.9866841608891,4.65033873456557,38.893473287113,-15.9334208044456,7.8
200.640903466381,8.7753626239486,13.0697264852934,4.71690841596574,1.62740319303447,65.4760846953177,1588.32543853303,597.106299516745,3.57933306971371,32.2866349012591,28.9197060143972,35.3590965336189,-16.1175507416017,8.30563613865525
226.810467885807,8.90236915142741,13.0031588685699,5.29763084857259,2.9921028285753,68,1548.27640099986,647.810467885807,2.9921028285753,32.9,28.2913131114328,40.9368226286024,-15.3881542428629,7.60631773713976
208.139020442031,9.10656326469034,13.3143496592995,4.90656326469034,2.07786394609138,67.4549523773603,1583.31145578437,623.065632646903,2.07786394609138,32.9077863946091,28.4630350374796,33.3893197304569,-14.180310205929,8.4
387.034921674058,8.10087304185144,13.1973808744457,4.29912695814855,2,69,1147.77806200635,802.855948094511,2,32.1978173953714,23.0595336220767,43.9607131166849,-16.5965078325942,8.99781739537138
413.773199781775,8.24873999878764,12.9025200024247,4.07689000181854,2,67.5126000121236,1099.65950039402,799.281500030309,2,32.4974799975753,38.7225588679389,39.5378000363708,-17.4924399927258,8.85126000121236
384.240173500963,8.13274370422587,13.2046776720323,4.30467767203227,2,69,1151.01127495685,802.391902635805,2,32.1859669839032,23.1769543016197,43.6257862374187,-16.4877358712256,8.99532232796773
530.788104670821,7.29072818034328,11.0721845410299,4.00927181965671,2.04635909828357,72.9536409017164,1429.99344122619,1002.19221900776,3,29.6675486312015,18.0266303038434,38.2317954914179,-13.2814563606866,7.06291272137314
593.24830626417,6.40627540603746,9.96043642691802,3.12087285383604,2.22919489559717,70.4583897911943,1447.87584686792,1206.89224825916,3,28.6916779582389,26.3770805104403,51.4788561484311,-15.1353348027682,6.76248306264169
600.647612215718,6.9296901199501,10.3296901199501,3.6890703598503,2.1484505997505,71.1484505997505,1452.26591319451,1072.38337578927,2.1484505997505,29.0851549400249,38.7554491061324,41.296901199501,-13.3257747001247,6.6406197600998
348.277201243676,7.85742662521079,12.7425733747892,3.51485325042158,2,67,1561.52460684022,687.87133126054,2,33.1425733747892,20.9336792537943,36.4257337478921,-17.5831603731029,9.15643343697302
369.630618399009,7.63641151334159,13.0453827299876,2.66385181003716,2,67.817942433292,1535.82847536844,683.364115133416,2,32.3002633233788,20.0203517692975,39.4538272998761,-19.7358848665841,10.2815309199505
316.420143930009,8.27971222957131,12.9918848918285,3.97565467548557,2,67.9594244591426,1593.06676256028,669.649208653718,2.95942445914261,32.9121726622572,37.7750424961505,35.0811510817148,-17.2365179867716,9.01217266225722
240.74160160264,9.93657163616735,14.1455238787225,5.93657163616735,2,62.9079353546258,1412.44425451186,784.731432723347,2,33.0728890503524,41.7705271668726,36.2736517162994,-11.699237334053,8.2089522425551
192.58094912651,10.1463480130536,14.2441265502013,5.71618982530199,1.13968362449668,67,1457.58227746447,795.809491265099,2,32.5860316375503,38.0179309069781,35.5809491265099,-11.9911141485907,8.52793672489934
190.135598891648,9.24971959360409,13.9180798522197,5.22711977832951,1.95480036945082,67,1455.1446786788,771.355988916475,2,32.5045199630549,37.5963395977252,33.1355988916475,-14.2734410344623,8.69096007389016
37.3178214980289,9.90476732247043,14.3,6.19841089250986,2,64.0635642996058,1043.27235563268,770.744605082786,3,33.3,48.0153606625994,34,-10.5047673224704,8.10158910749014
16.1704905838706,8.81324298698455,12.398175227223,5.29436915582046,2,66.7168925325386,1133.62434410451,706.794579219073,3,30.5831074674614,15.5882182102157,34,-12.492387857195,7.1038060714025
40.5794432749972,9.85586987743154,14.2558698774315,6.14115983657539,2,64.2451673476025,1045.40964709924,771.705799182877,3,33.2607732243836,47.7344750645913,34,-10.6667137963697,8.1098066939041
448.35423592967,8.27700770169031,12.9689768949291,3.90803080676123,2,67.2299229830969,1730.03300365922,803.393838647753,2.77007701690309,32.7850385084515,27.9310231050709,41.3795378985815,-17.397799756052,9.13795378985815
508.350359968143,8.3,13.1328706227941,3.76712937720586,1.22376459068619,63.1188229534309,1710.27928985539,798.972237367649,2.22376459068619,32.7447529181372,32.1431213505417,43.1049416372553,-16.3342587544117,9.38811770465691
511.716614611447,7.9542049003765,12.3236748339608,3.94236748339608,2,64.1183741698042,1725.7445211811,790.763251660392,3,32.2660423173569,34.0280210978203,38.8473496679217,-16.0507772841491,8.36604231735691
458.278838632628,8.06407638154924,12.9364614181221,3.68257599044591,2,67.4530787281692,1693.63269682042,1075.34848019108,2,32.3088464546949,49.7820919504386,48.7265393640846,-16.7348480191082,9.25388542767614
462.030755409505,9.19106904757209,13.3462664502207,5.5284045453649,2,64.3133225110359,1690.17861904856,985.688155841082,2,32.0477303030901,39.7831989187313,45.5373354977928,-13.1357238097116,7.91039480529725
442.804488386493,8.67524237134494,13.3931597844232,4.54364452711307,2,66.6579892211594,1700.4951525731,951.924955215305,2,32.7042369819246,25.9219119172248,45.0684021557681,-15.1990305146202,9.0358348261565
85.636450085789,8.92727416809648,13.1636370840482,5.02500198113266,2,64.0454437392764,1704.22729794169,498.70445720409,2.3409072898794,33.0659092710121,41.1628704717724,36.3409072898794,-15.1772702058312,8.1704536449397
77.6147705959156,9.10621065613814,13.3937893438619,5.02484262455255,2,65.7515737544745,1638.6579921036,503.571549088228,2.93789343861863,33.3813680315856,28.3705392277953,31.3105328069068,-14.8875786877237,8.46894671930932
88.3965554418974,8.84731810404919,13.249616872007,4.89616872007027,1.49616872007027,60.9923374401405,1702.95402464084,518.77968343487,2,32.8984674880281,38.180610436346,36.5038312799297,-15.5565131758805,8.35268189595081
22.9904501731507,8.33167947186157,12.3,4.67919867965393,2.15839735930786,66,1567.78243696969,779.791986796539,3.15839735930786,31.4574423766229,17.1106271248639,35.6832052813843,-13.5940834328998,7.60496158441529
2.25420294259675,8.40508405885194,12.0152521765558,5.1,3,63.152521765558,1532.27101471298,794.440753526287,3.05084058851935,30.0355884119635,21.27281747323,34,-13.1644115880365,6.91016811770387
4.64815093833022,8.4529630187666,12.1588890562998,5.1,3,64.5888905629981,1544.24075469165,789.174067935674,3.52963018766604,30.3707411313662,25.7255607452942,34,-12.8292588686338,7.00592603753321
412.709437357727,7.97094373577274,12.1709437357727,4.15811252845451,2,65.7094373577274,1497.65644418681,905.792198170442,2.29056264227256,31.2290562642273,19.4002344407512,38.0339384959079,-13.9486751707271,8.15471867886372
412.696368342731,7.96963683427311,12.1696368342731,4.16072633145377,2,65.6963683427311,1498.27068789164,906.772374295164,2.30363165726885,31.2303631657269,19.8185668094769,38.125421600882,-13.9643579887226,8.14818417136557
411.617931261659,7.9088169708848,12.1102864660323,4.31469495147467,2.01469495147467,65.0146949514747,1530.77957572788,958.941220194101,3,31.3073474757373,41.9119111161513,42.9706100970507,-14.7485676698387,7.78971353396773
3.75399001222104,8.72779300855473,10.8,6.73098501833156,4,67.4920199755579,1711.30985018332,723.047880146652,4.75399001222104,25.2102369547822,29.4105780900845,32.753990012221,-6.6038529352285,4.06901498166844
24.2909298329614,8.71553700151853,11.0766944977222,6.5466110045556,4,67,1741.74713477981,700.175180212595,5,27.3436394749442,36.7446299848147,33,-8.34363947494421,4.5300834931666
3.63689539232291,8.64582677462604,10.8,6.55534308848437,4,67.7262092153542,1709.55343088484,721.642744707875,4.63689539232291,25.6434870484052,26.7977501402716,32.6368953923229,-7.22445442068856,4.24465691151563
101.728817766998,9.78971757022664,14.0937665578211,5.60809797518887,2,67,1774.17484152045,818.077780536143,2,33.0570057478966,19.244391007994,35.0404898759443,-12.93271182233,8.52647838015109
223.747574605048,10.4151264511049,14.8453793533146,6.6243677444756,2,67.8487354889512,1758.81517413259,903.075393848121,2.84873548895121,34.4697470977902,27.0125974290073,42.243677444756,-11.4663909621537,8.5756322555244
123.438238341594,10.2798016628483,14.7330027714139,6.05320110856555,2,66.2660055428278,1743.31019399897,809.694327026838,2.73399445717223,33.7862038799794,27.2349861429306,39.4679889143445,-13.2807933486067,8.70640221713111
273.212730377913,8.46143216751516,13.1409547783434,4.36182999182492,2,68.9960217569023,1661.0079564862,632.425460755825,2,32.4007956486195,24.2401591297239,42.5984087027609,-17.3940326353535,8.77912478651851
284.227055065334,9.70054369485006,13.9670291299,5.94513916564174,2,65.5540452920832,1667.89190941583,654.454110130668,2,33.0891909415834,24.3778381883167,41.2216181168333,-12.2310679381248,8.0218899642583
272.470143903047,8.37789118909277,13.0852607927285,4.25508318606298,2,69.2280800302979,1660.5438399394,630.940287806094,2,32.3543839939404,24.2308767987881,42.6912320121191,-17.7421200454468,8.83017760666553
350.517812687904,7.79568489426747,12.8064726585988,3.38058202420361,2,67.0215755286627,1570.07225226751,684.956848942675,2,33.1762669184711,19.9031746158927,37.064726585988,-18.1431510573253,9.32589063439518
366.343244871125,7.66380629274063,13.0042905608891,2.78712831733283,2,67.6809685362969,1541.71835293924,683.638062927406,2,32.4509346100735,20.0001974770393,39.0429056088906,-19.4619370725937,10.1171622435562
373.193803470116,7.6134366088314,13.0462535646744,2.58061965298839,2,68.134366088314,1529.03014001041,682.955211303895,2.04478869610466,32.0641690431163,20.3361548581621,39.6864791272674,-19.8939719979186,10.3701127812965
233.398491858505,8.76992459292524,12.7,4.69022622122429,2.30075407074764,70.6992459292524,1460.98491858505,582.65429309383,3.30075407074764,32.2308294778224,23.8242057979807,38.3007540707476,-16.2097737787757,8.00977377877571
200.331486889394,9.92228377035353,13.9949428119464,5.98127233274281,1.13670479203574,66.6835239601787,1471.31647603982,559.273409584071,2.13670479203574,33.6265904159285,23.9260364827467,31.0936383362859,-11.7245353977894,8.01367047920357
229.821329381783,8.68392581616063,12.7464296735357,4.48392581616063,2,69.14281305857,1469.55363204447,561.232148367679,2.76785163232125,32.2250077147502,33.4885125168115,36.3749614262488,-16.3696445103036,8.285718694143
50.9505296056159,8.93802118422463,13.1380211842246,5.1,3,68.5950529605616,1550.30600625067,651.834629276069,3,32.3595052960562,27.8619788157754,33.5950529605616,-14.1545582566177,8.03802118422463
41.8400685384404,8.71793747369666,12.5783263392048,5.14245139181148,2.57548608188517,68.1509721637703,1560.9715974268,663.433473215904,3,31.168909637467,21.3703691240169,34,-13.6660693801474,7.43587494739331
78.7631103964522,9.28279315689579,13.1172068431042,5.46558631379157,3,67.1720684310421,1580.84914461197,624.322923819069,3,32.5827931568958,27.5172068431042,34,-13.8688273724169,7.65162052931264
270.37387454696,8.6040653136326,13.179673431837,4.2284571954282,2.040653136326,70,1416.30090036243,691.520158684114,2.081306272652,33,23.7673501691755,35.162612545304,-15.6162612545304,8.9512162364088
250.376099541783,8.38376099541783,12.605342737399,3.87564149312675,2,70,1406.95391220679,697.243585068733,2,32.1891037328169,21.1401759266853,36.0811950229108,-16.4108962671831,8.72970124427229
274.143740785308,8.6,13.2676970774308,4.12102007633075,1.88717153761536,69.3230292256922,1419.28748157062,700.31839389354,2,33.0564142311923,27.119690735359,35.1128284623846,-15.7918083860539,9.14667700110003
355.354076265357,8.28385190663394,13.0444741945947,3.6,1.23229618673213,63.6968885601964,1667.32555172218,674.796140697785,2,33.1960299144965,18.349734556071,35.7677038132679,-17.5212445759214,9.44447419459466
344.223446652759,8.11117233263794,12.6223446652759,3.72670339958277,2,66,1671.1372371036,715.596694037551,2,31.7912825313862,19.0119724987071,35,-17.2757514644414,8.81117233263794
352.579941558652,8.61104017505422,12.6375631846488,4.69390796162188,2.54695398081094,65.4530460191891,1637.32022452597,754.894653021358,3.09390796162188,31.5281723884866,23.3620273755724,36.0939079616219,-13.701143901702,7.94365522302687
277.245814904571,8.51940883994102,13.3996305249631,4.05896546989679,2,65,932.362234629429,664.279067657888,2.60073895007372,32.7388176798821,30.0152985839449,34.3992610499263,-15.1604433700442,9.36044337004423
243.032002178952,8.91914660856128,13.6292532824911,4.77871991284192,1.8989332607016,65.7074671750888,986.105004836592,608.691739579663,2,33.5483998910524,43.0358476436011,34.7978665214032,-15.052666848246,9.02021334785968
264.786681183614,8.33902183510363,13.1216441057157,3.90853275265545,1.17377729387954,70.7835589428432,1043.70843140524,671.05515272636,2,32.4606659408193,14.9845864452178,33.3475545877591,-16.8655567653012,9.16524454122409
89.5495398100466,9.23178900135681,13.7829472503392,5.58063075237442,2,64.6589450067841,1567.19369247626,524.945297401631,3,34.0418922571233,24.6745573269858,35.829472503392,-15.1317890013568,8.21936924762558
137.099265154451,8.84503674227744,13.4251837113872,4.94503674227744,2,63.8244488658383,1568.32812309358,566.313426182605,3,32.3824448865838,10.9947926253653,34.7251837113872,-14.6625918556936,8.5526653402485
122.965581464581,8.9,13.6665784140117,4.83289207005873,2.33421585988253,64.3368634395301,1583.69490751624,554.013237898238,3,32.701059031859,17.016160579644,35.3342158598825,-15.6689612356946,8.90026475796476
453.517572869081,7.82320653279312,12.9232065327931,3.07587864345405,1.29465577867813,64,1581.61675626994,823.401540205115,2,32.4169474877184,40.6263230273357,39.8839673360344,-18.967019848316,9.84732788933907
438.978086689021,7.41880935940426,12.5,2.34514246257022,2,64,1619.18809359404,810.526662063319,2.03761871880852,31.5338568469277,7.99323395800165,41.8495251247659,-21.9059532029787,10.1548575374298
459.385663637891,7.81126276226714,12.5,3.28703062944114,2,64,1623.11262762267,821.51535734348,2.82252552453429,32.2402729720809,8.55335551117045,38.7098979018629,-19.9436861886643,9.21296937055886
115.308986930177,8.82041198257357,13.4612359477207,4.41835206970572,2.71424075501952,67.3089391464216,356.906104538735,557.713483659551,3.36707524689808,33.4183520697057,34.2307415573712,36.3876405227929,-16.8408239651471,8.96329586058855
129.446988787968,10.7757122263778,14.8611551877577,6.95822815448046,1.48052318871687,64.4820604909049,267.354921850699,624.960452037863,2.29887223323069,34.4397944474127,26.3237602512239,31.3204111051746,-10.3010277629364,7.90292703327723
158.429559302516,9.24115613200702,13.9436829514336,4.48989272229373,4.64644778063693,66.9262851394055,240.787931130915,541.487365902867,4.11642631935933,33.2949463611469,12.2977288498277,33.7563170485664,-16.0252681942657,9.45379022913985
113.77953456901,8.6,12.9668075180593,5.87648959328834,2,68.3051968971267,1468.15731385203,1029.75286202512,2.69480310287327,25.3530136510475,17.6660022897399,59.2094361979234,-9.87988300211045,2.56365393586457
138.485411428614,9.07518254895695,13.1575939296196,5.70410187622995,2,69.5839418298565,1466.24988969474,942.413017740785,3,30.3357702907246,23.4517973485752,44.2588807647553,-12.4191620371701,6.09817604494747
120.890152934706,8.80473607587628,13.3045699226168,5.90747801779827,2,66.6350928274915,1441.83544660275,1054.37561728616,2.65877320687287,25.8972520064808,11.8258810453162,58.1614502556805,-9.60980154663447,3.10516381745692
447.124307070859,7.80086014692206,12.4011468625627,3.38040140189696,1.59942656871863,69.3948391184676,475.508518754709,712.028671564069,2.59942656871863,32.0213188919472,29.8152319439027,36.4034405876882,-17.6587957943091,9.02074546066578
356.811832193285,8.59828938357532,13.3626752283424,3.86780707761645,1.33903538808227,65.0171061642468,438.350809289855,714.877168953419,2,32.9931575343013,22.7851013895587,39.3219292238355,-16.8746495433152,9.49486815072596
391.203519804403,8.43632363858633,13.2484315181151,3.67695103134029,1.17578424094245,65.582058168482,460.975223377049,733.210787952878,2.17578424094245,32.9956962458324,13.9448699554918,38.9452945543453,-16.7691469059791,9.57148048677482
432.561543349875,7.82704893327318,11.7434403994586,4.31885320018046,2.72951066726819,66.4590213345364,670.132553275892,1097.90963595128,2.86475533363409,29.7651605991879,38.4340383628563,50.6762233318295,-13.9217201997293,7.43811166591477
379.317822763696,7.73181777838618,12.1136399945244,3.58181334063411,2.31817778386176,67.6818222161382,818.344825774252,1093.72737761959,3,30.6272799890488,49.8451030601188,44.5454222708941,-16.8681999726221,8.53182665389031
493.591776793357,7.98014042619616,12.1755265982356,4.08475425415672,2.54964893450961,66.0992978690192,608.13213122866,1062.93981910078,2.54964893450961,30.8411234095693,25.5964317574391,50,-15.2861585161183,8.09077234407887
142.689741116017,8.83102588839829,12.9655129441991,4.46551294419915,2,66.8275647209957,1494.96414214373,480.724352790043,3,32.4655129441991,20.2621634846065,34.4826941629872,-14.9241658627056,8.5
142.335940835066,8.86640591649339,12.9832029582467,4.48320295824669,2,66.9160147912335,1500.62494663894,479.839852087665,3,32.4832029582467,21.461348507445,34.7480443737004,-14.8091807713965,8.5
112.507071202621,9.48956380537711,13.9418043908197,5.21344351265579,2,66,1491.47819026886,512.597290743608,2.23879707278684,33.4418043908197,6.48836042678602,31.2387970727868,-13.6402709256392,8.72836087816395
731.940850631334,7.2,10.9213685311843,4.08251665630378,2.96114812511951,67.922296250239,1694.49492562655,1058.44679656113,3.96114812511951,29.6330240936484,33.9658529101445,46.9611481251195,-14.6427370623685,6.83690928113647
750.172478499357,7.32937982799485,11.7409688819665,3.58248068802059,2.35310086002573,66.7062017200515,1714.40697419923,968.081019543577,2.70620172005147,29.9881394839846,38.2744801439104,44.4124034401029,-15.1822092259768,8.15848819394596
703.472624441609,7.07539846710861,11.1492030657828,3.41469156909734,2.37699233554304,66.7539846710861,1663.22660911269,986.977126251906,2.75398467108607,29.9738045986742,46.6160253727807,43.8849616777152,-16.4690229933709,7.73451149668545
597.300046312623,7.18603977113962,11.4799321710132,3.19127485696226,2,65.9912748569623,498.329877057197,789.317496598698,2.00872514303774,30.9816771996208,8.25134268567773,35.0087251430377,-17.1773146281019,8.28865731405094
730.756155577488,5.79910750268027,9.49100327314809,2.31486971308477,2,65,638.444490461744,947.270619342104,2.92342019127682,29.1833452922758,14.3668015318449,37.0721173221245,-14.791449521808,7.17613356006332
607.824057479156,6.9448621815769,10.9752180796815,3.27588974526152,2,62.848220509477,616.035802892421,876.060449902201,3,30.4600401306292,18.1886591471287,39.2276692357846,-15.29932833442,7.69932833441999
476.487896977924,7.69989161472768,11.3499458073638,4.39981935787946,2.50018064212054,68,332.168565017826,1006.52149641234,3.50018064212054,30.6498374220915,17.1508425144962,42.5001806421205,-13.7503070916049,6.85012644948438
588.107915844303,7.2174743196927,11.3825256803073,2.80484591815621,1.17474319692701,66.174743196927,175.770670098216,1030.40749234008,2.17474319692701,30.7475770409219,15.6189777863525,48.475770409219,-18.3417764462996,8.56894260230474
443,7.68603041730821,12.3441216692328,3.72838174961507,1.85587833076715,67.4279391653836,361.753902597474,1075.72503418848,2.28381749615073,31.3441216692328,34.1260734654673,48.1485475115478,-16.4878007542342,8.57294600307941
125.07143192715,8.83655468106735,13.2096640432021,4.63655468106735,1.87815106310882,71.7815106310882,1325.00419358746,662.802525548497,2,32.3193280864041,36.9794900038034,34.3655468106735,-16.9978985082591,8.57310936213471
117.331138698384,9.42384087573737,13.0284773727879,5.38576131360605,1.80960218934342,65.4288065680303,1239.45449087776,658.711934319697,2.80960218934342,31.7950343077071,25.860179425976,45.9056240827776,-14.1809602189343,7.5617558402475
139.998170572333,9.10002613468096,13.9999215959571,4.90003920202144,1.00006533670239,63.0001960101072,1288.99600156691,682.998039898928,2.00006533670239,33.8998301245738,19.884458993791,37.0007187037263,-14.1000065336702,9.09987586026546
79.8783344933763,8.90608327533118,13.0121665506624,4.80608327533118,2,66,1637.87833449338,535.057092323666,3,33.3030416376656,48.872416830887,36.8175017400645,-16.8391672466882,8.20912491299678
97.3017806513235,9.47672602171078,13.8074164303951,5.3190534195397,2,66.5767260217108,1625.88875354407,532.539643869735,2.42327397828922,33.4153452043422,35.5090195952636,32.9629178480245,-14.0163698914461,8.48836301085539
93.6238356875256,8.82431202395819,13,4.87568797604181,2.75687976041809,66,1652.38071544794,551.137595208362,3,33.4513759520836,33.013497289437,33.9724809583277,-15.6889923833311,8.12431202395819
106.782892426476,8.68280503442511,13.3,4.43122013770044,2.41402517212555,65.2420755163766,1709.79635240976,619.228615533095,3.41402517212555,33.6828050344251,34.7040194751404,37.1719496557489,-16.682132035261,8.82737734508701
116.77340740338,9.58719111159444,14.2460581486113,5.12832407457754,1.58867037016898,61.9433518508449,1714.81048659442,653.928559265099,2.58867037016898,34.3403933336958,29.3451326615107,36.3546814806759,-15.2908892580308,9.1177340740338
108.19768043654,9.64290259359404,14.1111464616843,5.31671969252639,2,65.1587806595489,1701.10304835113,618.244996479247,2.42060967022553,34.121451296797,29.6891530758591,36.8412193404511,-14.7292312521953,8.79442676915787
11.1989998519421,8.31989998519421,13.1,4.93507501110435,2.72512501850724,63.9241248704493,1607.4552507773,549.151750259101,3,32.5725125018507,41.9386532750728,32.2748749814928,-14.9099499925971,8.13743749074638
15.627062574029,8.7627062574029,13.1,4.60297030694783,2.17161717824638,67.7986797522753,1584.20792148635,541.402640495449,3,32.5171617178246,30.4592362335073,32.8283828217536,-15.1313531287014,8.41419141087681
1.06993024796247,8.29825174380094,12.2078671528958,4.70349651239812,3,65.9650348760188,1619,547.052447685972,3,32.0052447685972,28.2707993312259,32,-15.5930069752038,7.40524476859719
8.32380644278601,8.4661903221393,12.3295225771144,4.7,2.338096778607,69.971419328358,1495.05716134328,847.499838246265,3.338096778607,30.8561870870646,14.6968940081551,35.309516106965,-14.5928548320895,7.7295225771144
7.73945509898476,8.5,12.5495782039594,4.75042179604061,2.25210898020305,72,1477.89033302944,870.142442009645,3,31.3731019178173,10.4109724510285,36.2436730593909,-14.4949384475127,7.87394550989848
7.7458818196319,8.5,12.5498352727853,4.75016472721472,2.25082363607362,72,1477.95717092417,870.207994560245,3,31.3742587275337,10.3921897345152,36.2475290917791,-14.4980232734233,7.87458818196319
438.59860731801,7.84579152218066,11.9224247399252,4.1925250866916,2,66.3084169556387,1484,870.12123699626,2,30.737374566542,22.392140976302,37.8505017338321,-13.6925250866916,7.83737456654199
508.921098389197,7.96146779961418,12.8689905186882,3.75394508054014,2,66.0770644007716,1469.63252590191,860.227518782252,2.92293559922837,32.2842196778394,15.1900637341117,41.0770644007716,-18.976145795756,9.10733899807092
471.160900578834,7.84498749196064,12.5419549710583,3.71002501607873,1.31002501607873,64.9300750482362,1540.57794868154,832.100250160787,2,31.8389224501559,52.9327416424386,39.9300750482362,-16.5219049389008,8.8009274533717
731.36334415013,5.86789780044928,9.45184670067392,2.78394890022464,2.83210219955072,65.3431824035943,1284.10138289252,904.590336372145,3,29.1343182403594,40.593358101987,40.6715912017971,-17.3175284603145,6.66789780044928
761.936971570831,4.76209509086329,8.68841550410725,0.909454264375381,3,68.2632041324396,1210.94949510715,891.978697684826,3,28.4031514214585,41.3304769790221,44.2632041324396,-20.6958273886004,7.86422532238066
750.642786845565,5.64949531927705,9.17245199233293,2.60358197316527,3,64.2295667305589,1271.59066800741,913.760339654982,3,28.9678606577218,43.3427071803745,40.2295667305589,-17.3882447190583,6.57346135377884
515.975912057329,7.92192703541368,12.6219270354137,3.76337231197394,2,65.7807296458632,1630.48423772352,919.609635177068,2,31.7024087942671,42.7656882994242,47.4144527656026,-17.6927736171987,8.85855472343974
515.214016906684,7.98287864746526,12.5871589855989,3.67859830933157,2,65.1712135253474,1671.06208891701,929.486359423958,2,31.5871589855989,25.6795695683267,45.9571966186631,-17.08132642454,8.90856067626737
551.038483618759,7.73794881608337,12.3,3.54487204020843,2,69.6897440804169,1618.86669218168,888.341004542075,2.68974408041686,31.1620511839166,25.3243365425833,42.9307677587494,-17.9343582874164,8.75512795979157
289.91411229223,8.2408588770777,12.2670919574797,4.86279757209122,3.03656449168921,67,1478.55484673753,538.522778230993,4.03656449168921,31.9152637328953,34.2572273142636,49.4012245864555,-15.5817177541554,7.45612260997295
254.595977818826,8.718064282462,13.3362901765387,4.73169330011588,1.86370982346125,66.8637098234612,1476.31854911731,551.226611588849,2.86370982346125,33.0362901765387,28.818710728921,33.454839293845,-15.4049200996524,8.60459687642287
220.755216324935,9.50277759246528,13.8267359952908,5.56545119199436,1.3732640047092,66.3732640047092,1473.86632002355,555.640623957617,2.3732640047092,33.5267359952908,25.2875008339062,31.4930560188368,-12.9036464240169,8.26128480329644
384.391826437088,8.21703593204729,13.1085179660236,3.62725749127567,2,68.0170359320473,813.893805718425,733.090299651027,2,32.581260474748,11.39307624845,35.1533233884256,-17.1318562718108,9.47955688154325
386.243241650984,8.80792789785191,13.3693693516776,4.64648644402623,2,68.5387387033552,932.664786966866,786.544143418781,2,31.6845045186579,19.8243859800106,42.1549548134208,-14.3762163064443,8.62288290765136
397.817851467989,8.9495777673088,13.3495777673088,4.90784072852693,1.58262961218134,67.3305184487253,882.918897112771,825.633297535125,2,31.7086851939093,21.5453807147372,41.495777673088,-13.1165259224363,8.38347407756373
465.395036935806,7.87435221672058,11.8455314040184,4.49164470434189,2,67.0576416254044,406.351328794404,942.60232758522,2.68588054180145,31.4769433498383,22.7945464337577,41.3717610836029,-14.2193017244339,7.28529864549637
